Time (s): 0
Time (s): 35
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 36
600	N: 1. 
20	P: 1. 
Time (s): 37
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 38
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 39
6	P: 1. N: 1. 
14	P: 1. 
594	N: 1. 
Time (s): 40
5	P: 1. N: 1. 
15	P: 1. 
595	N: 1. 
Time (s): 41
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 42
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 43
600	N: 1. 
20	P: 1. 
Time (s): 44
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 45
600	N: 1. 
20	P: 1. 
Time (s): 46
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 47
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 48
600	N: 1. 
20	P: 1. 
Time (s): 49
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 50
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 51
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 52
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 53
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 54
600	N: 1. 
20	P: 1. 
Time (s): 55
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 56
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 57
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 58
600	N: 1. 
20	P: 1. 
Time (s): 59
600	N: 1. 
20	P: 1. 
Time (s): 60
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 61
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 62
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 63
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 64
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 65
600	N: 1. 
20	P: 1. 
Time (s): 66
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 67
4	P: 1. N: 1. 
16	P: 1. 
596	N: 1. 
Time (s): 68
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 69
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 70
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 71
600	N: 1. 
20	P: 1. 
Time (s): 72
600	N: 1. 
20	P: 1. 
Time (s): 73
600	N: 1. 
20	P: 1. 
Time (s): 74
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 75
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 76
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 77
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 78
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 79
600	N: 1. 
20	P: 1. 
Time (s): 80
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 81
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 82
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 83
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 84
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 85
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 86
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 87
600	N: 1. 
20	P: 1. 
Time (s): 88
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 89
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 90
600	N: 1. 
20	P: 1. 
Time (s): 91
600	N: 1. 
20	P: 1. 
Time (s): 92
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 93
600	N: 1. 
20	P: 1. 
Time (s): 94
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 95
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 96
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 97
600	N: 1. 
20	P: 1. 
Time (s): 98
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 99
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 100
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 101
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 102
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 103
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 104
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 105
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 106
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 107
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 108
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 109
4	P: 1. N: 1. 
16	P: 1. 
596	N: 1. 
Time (s): 110
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 111
4	P: 1. N: 1. 
16	P: 1. 
596	N: 1. 
Time (s): 112
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 113
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 114
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 115
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 116
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 117
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 118
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 119
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 120
600	N: 1. 
20	P: 1. 
Time (s): 121
600	N: 1. 
20	P: 1. 
Time (s): 122
600	N: 1. 
20	P: 1. 
Time (s): 123
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 124
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 125
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 126
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 127
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 128
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 129
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 130
600	N: 1. 
20	P: 1. 
Time (s): 131
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 132
4	P: 1. N: 1. 
16	P: 1. 
596	N: 1. 
Time (s): 133
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 134
600	N: 1. 
20	P: 1. 
Time (s): 135
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 136
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 137
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 138
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 139
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 140
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 141
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 142
600	N: 1. 
20	P: 1. 
Time (s): 143
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 144
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 145
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 146
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 147
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 148
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 149
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 150
600	N: 1. 
20	P: 1. 
Time (s): 151
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 152
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 153
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 154
4	P: 1. N: 1. 
16	P: 1. 
596	N: 1. 
Time (s): 155
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 156
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 157
600	N: 1. 
20	P: 1. 
Time (s): 158
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 159
600	N: 1. 
20	P: 1. 
Time (s): 160
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 161
600	N: 1. 
20	P: 1. 
Time (s): 162
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 163
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 164
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 165
4	P: 1. N: 1. 
16	P: 1. 
596	N: 1. 
Time (s): 166
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 167
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 168
600	N: 1. 
20	P: 1. 
Time (s): 169
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 170
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 171
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 172
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 173
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 174
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 175
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 176
600	N: 1. 
20	P: 1. 
Time (s): 177
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 178
600	N: 1. 
20	P: 1. 
Time (s): 179
600	N: 1. 
20	P: 1. 
Time (s): 180
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 181
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 182
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 183
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 184
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 185
600	N: 1. 
20	P: 1. 
Time (s): 186
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 187
597	N: 1. 
17	P: 1. 
3	P: 1. N: 1. 
Time (s): 188
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 189
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 190
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 191
4	P: 1. N: 1. 
16	P: 1. 
596	N: 1. 
Time (s): 192
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 193
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 194
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 195
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 196
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 197
600	N: 1. 
20	P: 1. 
Time (s): 198
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 199
600	N: 1. 
20	P: 1. 
Time (s): 200
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 201
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 202
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 203
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 204
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 205
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 206
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 207
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 208
4	P: 1. N: 1. 
16	P: 1. 
596	N: 1. 
Time (s): 209
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 210
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 211
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 212
600	N: 1. 
20	P: 1. 
Time (s): 213
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 214
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 215
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 216
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 217
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 218
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 219
4	P: 1. N: 1. 
16	P: 1. 
596	N: 1. 
Time (s): 220
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 221
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 222
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 223
600	N: 1. 
20	P: 1. 
Time (s): 224
600	N: 1. 
20	P: 1. 
Time (s): 225
600	N: 1. 
20	P: 1. 
Time (s): 226
600	N: 1. 
20	P: 1. 
Time (s): 227
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 228
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 229
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 230
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 231
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 232
5	P: 1. N: 1. 
15	P: 1. 
595	N: 1. 
Time (s): 233
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 234
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 235
600	N: 1. 
20	P: 1. 
Time (s): 236
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 237
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 238
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 239
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 240
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 241
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 242
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 243
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 244
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 245
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 246
600	N: 1. 
20	P: 1. 
